"","gameId","playId","nflId","displayName","frameId","frameType","time","jerseyNumber","team","playDirection","x","y","s","a","dis","o","dir","event","absoluteYardlineNumber","receiverAlignment","offenseFormation","down","yardsToGo","is_motion_play","motionSinceLineset_play","inMotionAtBallSnap_play","shiftSinceLineset_play","second","los","x_to_los","x_to_down","inMotionAtBallSnap","shiftSinceLineset","motionSinceLineset","wasRunningRoute","routeRan","is_off","position","pff_defensiveCoverageAssignment","pff_primaryDefensiveCoverageMatchupNflId","pff_secondaryDefensiveCoverageMatchupNflId","y_norm","x_norm","std_x","std_y","player_tags"
"1",2022092504,2617,38632,"Kirk Cousins",1,"BEFORE_SNAP","2022-09-25 19:03:06.2",8,"MIN","left",68.13,31.3433333333333,0,0,0,164.45,206.72,"huddle_break_offense",46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.1,74,5.87,15.87,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.87,1.8399999237061,"off"
"2",2022092504,2617,38632,"Kirk Cousins",2,"BEFORE_SNAP","2022-09-25 19:03:06.3",8,"MIN","left",68.14,31.3333333333333,0,0,0.01,166.05,195.88,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.2,74,5.86,15.86,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.86,1.8299999237061,"off"
"3",2022092504,2617,38632,"Kirk Cousins",3,"BEFORE_SNAP","2022-09-25 19:03:06.4",8,"MIN","left",68.14,31.3333333333333,0,0,0.01,166.05,183.96,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.3,74,5.86,15.86,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.86,1.8299999237061,"off"
"4",2022092504,2617,38632,"Kirk Cousins",4,"BEFORE_SNAP","2022-09-25 19:03:06.5",8,"MIN","left",68.15,31.3233333333333,0,0,0.01,166.76,169.43,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.4,74,5.84999999999999,15.85,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.84999999999999,1.8199999237061,"off"
"5",2022092504,2617,38632,"Kirk Cousins",5,"BEFORE_SNAP","2022-09-25 19:03:06.6",8,"MIN","left",68.17,31.3133333333333,0,0,0.02,166.13,155.08,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.5,74,5.83,15.83,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.83,1.8099999237061,"off"
"6",2022092504,2617,38632,"Kirk Cousins",6,"BEFORE_SNAP","2022-09-25 19:03:06.7",8,"MIN","left",68.18,31.3133333333333,0,0,0.01,166.13,144.23,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.6,74,5.81999999999999,15.82,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.81999999999999,1.8099999237061,"off"
"7",2022092504,2617,38632,"Kirk Cousins",7,"BEFORE_SNAP","2022-09-25 19:03:06.8",8,"MIN","left",68.2,31.3133333333333,0,0,0.02,166.13,135.84,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.7,74,5.8,15.8,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.8,1.8099999237061,"off"
"8",2022092504,2617,38632,"Kirk Cousins",8,"BEFORE_SNAP","2022-09-25 19:03:06.9",8,"MIN","left",68.23,31.3033333333333,0,0,0.03,163.19,130.14,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.8,74,5.77000000000001,15.77,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.77000000000001,1.7999999237061,"off"
"9",2022092504,2617,38632,"Kirk Cousins",9,"BEFORE_SNAP","2022-09-25 19:03:07",8,"MIN","left",68.24,31.2933333333333,0,0,0.02,163.19,128.17,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,0.9,74,5.75999999999999,15.76,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.75999999999999,1.7899999237061,"off"
"10",2022092504,2617,38632,"Kirk Cousins",10,"BEFORE_SNAP","2022-09-25 19:03:07.1",8,"MIN","left",68.27,31.2833333333333,0,0,0.03,161.72,125.67,NA,46,"3x1","SINGLEBACK",1,10,1,1,1,0,1,74,5.72999999999999,15.73,FALSE,FALSE,FALSE,NA,NA,1,"QB",NA,NA,NA,29.5033334096272,74,-5.72999999999999,1.7799999237061,"off"
